Source Name	Characteristics[Organism]	Term Source REF	Term Accession Number	Characteristics[Genus]	Characteristics[Species]	Characteristics[Observation Unit Type]	Characteristics[Variety Name]	Characteristics[Original Coding]	Characteristics[Reference Database 1]	Characteristics[Reference Database 2]	Protocol REF	Sample Name	Factor Value[year]	Factor Value[loc]	Factor Value[rep]	Factor Value[block]
genotype_219	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Premio	GW0217	http://wheatpedigree.net/sort/show/110791	https://www.proplanta.de/Pflanzenbauberater/Sorten/Premio-Winterweichweizen_sks_3999WW1.html	Phenotyping	sample_2774	2010	AND	2	19
genotype_219	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Premio	GW0217	http://wheatpedigree.net/sort/show/110791	https://www.proplanta.de/Pflanzenbauberater/Sorten/Premio-Winterweichweizen_sks_3999WW1.html	Phenotyping	sample_4332	2010	SAU	2	17
genotype_219	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Premio	GW0217	http://wheatpedigree.net/sort/show/110791	https://www.proplanta.de/Pflanzenbauberater/Sorten/Premio-Winterweichweizen_sks_3999WW1.html	Phenotyping	sample_5037	2010	SEL	1	24
genotype_219	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Premio	GW0217	http://wheatpedigree.net/sort/show/110791	https://www.proplanta.de/Pflanzenbauberater/Sorten/Premio-Winterweichweizen_sks_3999WW1.html	Phenotyping	sample_5626	2010	WOH	1	3
genotype_22	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Certo	GW0022	http://wheatpedigree.net/sort/show/79333	https://www.proplanta.de/Pflanzenbauberater/Sorten/Certo-Winterweichweizen_sks_2488WW1.html	Phenotyping	sample_2272	2009	WOH	2	68
genotype_22	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Certo	GW0022	http://wheatpedigree.net/sort/show/79333	https://www.proplanta.de/Pflanzenbauberater/Sorten/Certo-Winterweichweizen_sks_2488WW1.html	Phenotyping	sample_1501	2009	SEL	2	71
genotype_22	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Certo	GW0022	http://wheatpedigree.net/sort/show/79333	https://www.proplanta.de/Pflanzenbauberater/Sorten/Certo-Winterweichweizen_sks_2488WW1.html	Phenotyping	sample_5411	2010	SEL	2	62
genotype_22	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Certo	GW0022	http://wheatpedigree.net/sort/show/79333	https://www.proplanta.de/Pflanzenbauberater/Sorten/Certo-Winterweichweizen_sks_2488WW1.html	Phenotyping	sample_4523	2010	SAU	1	27
genotype_22	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Certo	GW0022	http://wheatpedigree.net/sort/show/79333	https://www.proplanta.de/Pflanzenbauberater/Sorten/Certo-Winterweichweizen_sks_2488WW1.html	Phenotyping	sample_5092	2010	SEL	1	30
genotype_22	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Certo	GW0022	http://wheatpedigree.net/sort/show/79333	https://www.proplanta.de/Pflanzenbauberater/Sorten/Certo-Winterweichweizen_sks_2488WW1.html	Phenotyping	sample_572	2009	AND	2	58
genotype_22	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Certo	GW0022	http://wheatpedigree.net/sort/show/79333	https://www.proplanta.de/Pflanzenbauberater/Sorten/Certo-Winterweichweizen_sks_2488WW1.html	Phenotyping	sample_1102	2009	SEL	1	31
genotype_22	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Certo	GW0022	http://wheatpedigree.net/sort/show/79333	https://www.proplanta.de/Pflanzenbauberater/Sorten/Certo-Winterweichweizen_sks_2488WW1.html	Phenotyping	sample_6161	2010	WOH	2	57
genotype_22	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Certo	GW0022	http://wheatpedigree.net/sort/show/79333	https://www.proplanta.de/Pflanzenbauberater/Sorten/Certo-Winterweichweizen_sks_2488WW1.html	Phenotyping	sample_1761	2009	WOH	1	17
genotype_22	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Certo	GW0022	http://wheatpedigree.net/sort/show/79333	https://www.proplanta.de/Pflanzenbauberater/Sorten/Certo-Winterweichweizen_sks_2488WW1.html	Phenotyping	sample_2902	2010	AND	2	26
genotype_22	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Certo	GW0022	http://wheatpedigree.net/sort/show/79333	https://www.proplanta.de/Pflanzenbauberater/Sorten/Certo-Winterweichweizen_sks_2488WW1.html	Phenotyping	sample_3761	2010	JAN	2	29
genotype_22	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Certo	GW0022	http://wheatpedigree.net/sort/show/79333	https://www.proplanta.de/Pflanzenbauberater/Sorten/Certo-Winterweichweizen_sks_2488WW1.html	Phenotyping	sample_31	2009	AND	1	4
genotype_22	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Certo	GW0022	http://wheatpedigree.net/sort/show/79333	https://www.proplanta.de/Pflanzenbauberater/Sorten/Certo-Winterweichweizen_sks_2488WW1.html	Phenotyping	sample_3281	2010	JAN	1	5
genotype_22	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Certo	GW0022	http://wheatpedigree.net/sort/show/79333	https://www.proplanta.de/Pflanzenbauberater/Sorten/Certo-Winterweichweizen_sks_2488WW1.html	Phenotyping	sample_4142	2010	SAU	2	8
genotype_22	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Certo	GW0022	http://wheatpedigree.net/sort/show/79333	https://www.proplanta.de/Pflanzenbauberater/Sorten/Certo-Winterweichweizen_sks_2488WW1.html	Phenotyping	sample_3082	2010	AND	1	35
genotype_22	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Certo	GW0022	http://wheatpedigree.net/sort/show/79333	https://www.proplanta.de/Pflanzenbauberater/Sorten/Certo-Winterweichweizen_sks_2488WW1.html	Phenotyping	sample_5951	2010	WOH	1	36
genotype_220	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Bermude	GW0218	http://wheatpedigree.net/sort/show/110708	NA	Phenotyping	sample_4431	2010	SAU	2	22
genotype_220	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Bermude	GW0218	http://wheatpedigree.net/sort/show/110708	NA	Phenotyping	sample_6375	2010	WOH	2	78
genotype_220	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Bermude	GW0218	http://wheatpedigree.net/sort/show/110708	NA	Phenotyping	sample_5756	2010	WOH	1	16
genotype_220	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Bermude	GW0218	http://wheatpedigree.net/sort/show/110708	NA	Phenotyping	sample_4733	2010	SAU	1	37
genotype_220	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Bermude	GW0218	http://wheatpedigree.net/sort/show/110708	NA	Phenotyping	sample_889	2009	SEL	1	9
genotype_220	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Bermude	GW0218	http://wheatpedigree.net/sort/show/110708	NA	Phenotyping	sample_5027	2010	SEL	1	23
genotype_220	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Bermude	GW0218	http://wheatpedigree.net/sort/show/110708	NA	Phenotyping	sample_3994	2010	JAN	1	40
genotype_220	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Bermude	GW0218	http://wheatpedigree.net/sort/show/110708	NA	Phenotyping	sample_747	2009	AND	2	75
genotype_220	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Bermude	GW0218	http://wheatpedigree.net/sort/show/110708	NA	Phenotyping	sample_1306	2009	SEL	2	51
genotype_220	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Bermude	GW0218	http://wheatpedigree.net/sort/show/110708	NA	Phenotyping	sample_5338	2010	SEL	2	54
genotype_220	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Bermude	GW0218	http://wheatpedigree.net/sort/show/110708	NA	Phenotyping	sample_2137	2009	WOH	2	54
genotype_220	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Bermude	GW0218	http://wheatpedigree.net/sort/show/110708	NA	Phenotyping	sample_2592	2010	AND	1	10
genotype_220	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Bermude	GW0218	http://wheatpedigree.net/sort/show/110708	NA	Phenotyping	sample_3973	2010	JAN	2	39
genotype_220	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Bermude	GW0218	http://wheatpedigree.net/sort/show/110708	NA	Phenotyping	sample_2955	2010	AND	2	28
genotype_220	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Bermude	GW0218	http://wheatpedigree.net/sort/show/110708	NA	Phenotyping	sample_325	2009	AND	1	33
genotype_220	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Bermude	GW0218	http://wheatpedigree.net/sort/show/110708	NA	Phenotyping	sample_1835	2009	WOH	1	24
genotype_221	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Euclide	GW0219	http://wheatpedigree.net/sort/show/119016	https://www.proplanta.de/Pflanzenbauberater/Sorten/Euclide-Winterweichweizen_sks_4667WW1.html	Phenotyping	sample_980	2009	SEL	1	18
genotype_221	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Euclide	GW0219	http://wheatpedigree.net/sort/show/119016	https://www.proplanta.de/Pflanzenbauberater/Sorten/Euclide-Winterweichweizen_sks_4667WW1.html	Phenotyping	sample_1687	2009	WOH	1	9
genotype_221	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Euclide	GW0219	http://wheatpedigree.net/sort/show/119016	https://www.proplanta.de/Pflanzenbauberater/Sorten/Euclide-Winterweichweizen_sks_4667WW1.html	Phenotyping	sample_3591	2010	JAN	2	20
genotype_221	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Euclide	GW0219	http://wheatpedigree.net/sort/show/119016	https://www.proplanta.de/Pflanzenbauberater/Sorten/Euclide-Winterweichweizen_sks_4667WW1.html	Phenotyping	sample_4493	2010	SAU	1	25
genotype_221	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Euclide	GW0219	http://wheatpedigree.net/sort/show/119016	https://www.proplanta.de/Pflanzenbauberater/Sorten/Euclide-Winterweichweizen_sks_4667WW1.html	Phenotyping	sample_5799	2010	WOH	1	20
genotype_221	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Euclide	GW0219	http://wheatpedigree.net/sort/show/119016	https://www.proplanta.de/Pflanzenbauberater/Sorten/Euclide-Winterweichweizen_sks_4667WW1.html	Phenotyping	sample_2671	2010	AND	1	14
genotype_221	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Euclide	GW0219	http://wheatpedigree.net/sort/show/119016	https://www.proplanta.de/Pflanzenbauberater/Sorten/Euclide-Winterweichweizen_sks_4667WW1.html	Phenotyping	sample_2299	2009	WOH	2	70
genotype_221	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Euclide	GW0219	http://wheatpedigree.net/sort/show/119016	https://www.proplanta.de/Pflanzenbauberater/Sorten/Euclide-Winterweichweizen_sks_4667WW1.html	Phenotyping	sample_337	2009	AND	1	34
genotype_221	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Euclide	GW0219	http://wheatpedigree.net/sort/show/119016	https://www.proplanta.de/Pflanzenbauberater/Sorten/Euclide-Winterweichweizen_sks_4667WW1.html	Phenotyping	sample_4816	2010	SEL	1	2
genotype_221	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Euclide	GW0219	http://wheatpedigree.net/sort/show/119016	https://www.proplanta.de/Pflanzenbauberater/Sorten/Euclide-Winterweichweizen_sks_4667WW1.html	Phenotyping	sample_3692	2010	JAN	1	25
genotype_221	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Euclide	GW0219	http://wheatpedigree.net/sort/show/119016	https://www.proplanta.de/Pflanzenbauberater/Sorten/Euclide-Winterweichweizen_sks_4667WW1.html	Phenotyping	sample_6396	2010	WOH	2	80
genotype_221	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Euclide	GW0219	http://wheatpedigree.net/sort/show/119016	https://www.proplanta.de/Pflanzenbauberater/Sorten/Euclide-Winterweichweizen_sks_4667WW1.html	Phenotyping	sample_3130	2010	AND	2	37
genotype_221	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Euclide	GW0219	http://wheatpedigree.net/sort/show/119016	https://www.proplanta.de/Pflanzenbauberater/Sorten/Euclide-Winterweichweizen_sks_4667WW1.html	Phenotyping	sample_1488	2009	SEL	2	69
genotype_221	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Euclide	GW0219	http://wheatpedigree.net/sort/show/119016	https://www.proplanta.de/Pflanzenbauberater/Sorten/Euclide-Winterweichweizen_sks_4667WW1.html	Phenotyping	sample_5296	2010	SEL	2	50
genotype_221	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Euclide	GW0219	http://wheatpedigree.net/sort/show/119016	https://www.proplanta.de/Pflanzenbauberater/Sorten/Euclide-Winterweichweizen_sks_4667WW1.html	Phenotyping	sample_646	2009	AND	2	65
genotype_221	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Euclide	GW0219	http://wheatpedigree.net/sort/show/119016	https://www.proplanta.de/Pflanzenbauberater/Sorten/Euclide-Winterweichweizen_sks_4667WW1.html	Phenotyping	sample_4112	2010	SAU	2	6
genotype_222	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Aldric	GW0220	http://wheatpedigree.net/sort/show/110685	NA	Phenotyping	sample_3910	2010	JAN	1	36
genotype_222	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Aldric	GW0220	http://wheatpedigree.net/sort/show/110685	NA	Phenotyping	sample_2208	2009	WOH	2	61
genotype_222	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Aldric	GW0220	http://wheatpedigree.net/sort/show/110685	NA	Phenotyping	sample_806	2009	SEL	1	1
genotype_222	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Aldric	GW0220	http://wheatpedigree.net/sort/show/110685	NA	Phenotyping	sample_3231	2010	JAN	2	2
genotype_222	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Aldric	GW0220	http://wheatpedigree.net/sort/show/110685	NA	Phenotyping	sample_1257	2009	SEL	2	46
genotype_222	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Aldric	GW0220	http://wheatpedigree.net/sort/show/110685	NA	Phenotyping	sample_1744	2009	WOH	1	15
genotype_222	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Aldric	GW0220	http://wheatpedigree.net/sort/show/110685	NA	Phenotyping	sample_484	2009	AND	2	49
genotype_222	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Aldric	GW0220	http://wheatpedigree.net/sort/show/110685	NA	Phenotyping	sample_5977	2010	WOH	1	38
genotype_222	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Aldric	GW0220	http://wheatpedigree.net/sort/show/110685	NA	Phenotyping	sample_4827	2010	SEL	1	3
genotype_222	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Aldric	GW0220	http://wheatpedigree.net/sort/show/110685	NA	Phenotyping	sample_286	2009	AND	1	29
genotype_222	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Aldric	GW0220	http://wheatpedigree.net/sort/show/110685	NA	Phenotyping	sample_4432	2010	SAU	1	22
genotype_222	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Aldric	GW0220	http://wheatpedigree.net/sort/show/110685	NA	Phenotyping	sample_6049	2010	WOH	2	45
genotype_222	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Aldric	GW0220	http://wheatpedigree.net/sort/show/110685	NA	Phenotyping	sample_2775	2010	AND	2	19
genotype_222	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Aldric	GW0220	http://wheatpedigree.net/sort/show/110685	NA	Phenotyping	sample_2753	2010	AND	1	18
genotype_222	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Aldric	GW0220	http://wheatpedigree.net/sort/show/110685	NA	Phenotyping	sample_5238	2010	SEL	2	44
genotype_222	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Aldric	GW0220	http://wheatpedigree.net/sort/show/110685	NA	Phenotyping	sample_4793	2010	SAU	2	40
genotype_223	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Altigo	GW0221	http://wheatpedigree.net/sort/show/110689	https://www.proplanta.de/Pflanzenbauberater/Sorten/Altigo-Winterweichweizen_sks_4488WW1.html	Phenotyping	sample_96	2009	AND	1	10
genotype_223	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Altigo	GW0221	http://wheatpedigree.net/sort/show/110689	https://www.proplanta.de/Pflanzenbauberater/Sorten/Altigo-Winterweichweizen_sks_4488WW1.html	Phenotyping	sample_3470	2010	JAN	2	14
genotype_223	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Altigo	GW0221	http://wheatpedigree.net/sort/show/110689	https://www.proplanta.de/Pflanzenbauberater/Sorten/Altigo-Winterweichweizen_sks_4488WW1.html	Phenotyping	sample_2084	2009	WOH	2	49
genotype_223	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Altigo	GW0221	http://wheatpedigree.net/sort/show/110689	https://www.proplanta.de/Pflanzenbauberater/Sorten/Altigo-Winterweichweizen_sks_4488WW1.html	Phenotyping	sample_3194	2010	AND	2	40
genotype_223	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Altigo	GW0221	http://wheatpedigree.net/sort/show/110689	https://www.proplanta.de/Pflanzenbauberater/Sorten/Altigo-Winterweichweizen_sks_4488WW1.html	Phenotyping	sample_3673	2010	JAN	1	24
genotype_223	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Altigo	GW0221	http://wheatpedigree.net/sort/show/110689	https://www.proplanta.de/Pflanzenbauberater/Sorten/Altigo-Winterweichweizen_sks_4488WW1.html	Phenotyping	sample_5688	2010	WOH	1	9
genotype_223	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Altigo	GW0221	http://wheatpedigree.net/sort/show/110689	https://www.proplanta.de/Pflanzenbauberater/Sorten/Altigo-Winterweichweizen_sks_4488WW1.html	Phenotyping	sample_4937	2010	SEL	1	14
genotype_223	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Altigo	GW0221	http://wheatpedigree.net/sort/show/110689	https://www.proplanta.de/Pflanzenbauberater/Sorten/Altigo-Winterweichweizen_sks_4488WW1.html	Phenotyping	sample_1745	2009	WOH	1	15
genotype_223	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Altigo	GW0221	http://wheatpedigree.net/sort/show/110689	https://www.proplanta.de/Pflanzenbauberater/Sorten/Altigo-Winterweichweizen_sks_4488WW1.html	Phenotyping	sample_5585	2010	SEL	2	79
genotype_223	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Altigo	GW0221	http://wheatpedigree.net/sort/show/110689	https://www.proplanta.de/Pflanzenbauberater/Sorten/Altigo-Winterweichweizen_sks_4488WW1.html	Phenotyping	sample_3051	2010	AND	1	33
genotype_223	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Altigo	GW0221	http://wheatpedigree.net/sort/show/110689	https://www.proplanta.de/Pflanzenbauberater/Sorten/Altigo-Winterweichweizen_sks_4488WW1.html	Phenotyping	sample_4130	2010	SAU	2	7
genotype_223	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Altigo	GW0221	http://wheatpedigree.net/sort/show/110689	https://www.proplanta.de/Pflanzenbauberater/Sorten/Altigo-Winterweichweizen_sks_4488WW1.html	Phenotyping	sample_6056	2010	WOH	2	46
genotype_223	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Altigo	GW0221	http://wheatpedigree.net/sort/show/110689	https://www.proplanta.de/Pflanzenbauberater/Sorten/Altigo-Winterweichweizen_sks_4488WW1.html	Phenotyping	sample_1226	2009	SEL	2	43
genotype_223	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Altigo	GW0221	http://wheatpedigree.net/sort/show/110689	https://www.proplanta.de/Pflanzenbauberater/Sorten/Altigo-Winterweichweizen_sks_4488WW1.html	Phenotyping	sample_1155	2009	SEL	1	36
genotype_223	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Altigo	GW0221	http://wheatpedigree.net/sort/show/110689	https://www.proplanta.de/Pflanzenbauberater/Sorten/Altigo-Winterweichweizen_sks_4488WW1.html	Phenotyping	sample_4494	2010	SAU	1	25
genotype_223	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Altigo	GW0221	http://wheatpedigree.net/sort/show/110689	https://www.proplanta.de/Pflanzenbauberater/Sorten/Altigo-Winterweichweizen_sks_4488WW1.html	Phenotyping	sample_544	2009	AND	2	55
genotype_224	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Bagou	GW0222	http://wheatpedigree.net/sort/show/110704	NA	Phenotyping	sample_5643	2010	WOH	1	5
genotype_224	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Bagou	GW0222	http://wheatpedigree.net/sort/show/110704	NA	Phenotyping	sample_3530	2010	JAN	2	17
genotype_224	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Bagou	GW0222	http://wheatpedigree.net/sort/show/110704	NA	Phenotyping	sample_954	2009	SEL	1	16
genotype_224	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Bagou	GW0222	http://wheatpedigree.net/sort/show/110704	NA	Phenotyping	sample_2832	2010	AND	1	22
genotype_224	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Bagou	GW0222	http://wheatpedigree.net/sort/show/110704	NA	Phenotyping	sample_2672	2010	AND	2	14
genotype_224	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Bagou	GW0222	http://wheatpedigree.net/sort/show/110704	NA	Phenotyping	sample_4273	2010	SAU	1	14
genotype_224	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Bagou	GW0222	http://wheatpedigree.net/sort/show/110704	NA	Phenotyping	sample_5395	2010	SEL	2	60
genotype_224	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Bagou	GW0222	http://wheatpedigree.net/sort/show/110704	NA	Phenotyping	sample_6358	2010	WOH	2	76
genotype_224	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Bagou	GW0222	http://wheatpedigree.net/sort/show/110704	NA	Phenotyping	sample_1286	2009	SEL	2	49
genotype_224	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Bagou	GW0222	http://wheatpedigree.net/sort/show/110704	NA	Phenotyping	sample_477	2009	AND	2	48
