Sample Name	Protocol REF	Parameter Value[HD]	Unit	Term Source REF	Term Accession Number	Parameter Value[PH]	Unit	Term Source REF	Term Accession Number	Parameter Value[TKW]	Unit	Term Source REF	Term Accession Number	Parameter Value[EW]	Unit	Term Source REF	Term Accession Number	Parameter Value[GPE]	Unit	Term Source REF	Parameter Value[GY]	Unit	Term Source REF	Parameter Value[SW]	Unit	Term Source REF	Parameter Value[GH]	Unit	Term Source REF	Term Accession Number	Parameter Value[STC]	Unit	Term Source REF	Term Accession Number	Parameter Value[PC]	Unit	Term Source REF	Term Accession Number	Parameter Value[SDS]	Unit	Term Source REF	Term Accession Number	Parameter Value[HAG]	Unit	Term Source REF	Term Accession Number	Parameter Value[ZEL]	Unit	Term Source REF	Term Accession Number
sample_1577	Phenotyping	155	days	UO	http://purl.obolibrary.org/obo/UO_0000033	93	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	48.1	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	114.745454545455	dt/ha	UO	77.45	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.4	%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.5	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	312.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	22.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1578	Phenotyping	151	days	UO	http://purl.obolibrary.org/obo/UO_0000033	76	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	52.6	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	115.527272727273	dt/ha	UO	79.3	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.0	%	UO	http://purl.obolibrary.org/obo/UO_0000187	10.8	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	299.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	26.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1579	Phenotyping	149	days	UO	http://purl.obolibrary.org/obo/UO_0000033	100	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	45.5	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	111.418181818182	dt/ha	UO	83.7	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.1	%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.2	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	263.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	35.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_158	Phenotyping	148	days	UO	http://purl.obolibrary.org/obo/UO_0000033	85	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	50.0	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021	55.1	number	UO	102.666666666667	dt/ha	UO	75.3	kg/hL	UO	51.0	%	UO	http://purl.obolibrary.org/obo/UO_0000187		%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.85	%	UO	http://purl.obolibrary.org/obo/UO_0000187	82.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098		sec	UO	http://purl.obolibrary.org/obo/UO_0000010	44.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1580	Phenotyping	154	days	UO	http://purl.obolibrary.org/obo/UO_0000033	95	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	54.6	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	119.2	dt/ha	UO	83.9	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.4	%	UO	http://purl.obolibrary.org/obo/UO_0000187	10.4	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	382.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	47.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1581	Phenotyping	150	days	UO	http://purl.obolibrary.org/obo/UO_0000033	91	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	48.8	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	101.709090909091	dt/ha	UO	83.9	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.2	%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.9	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	357.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	55.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1582	Phenotyping	149	days	UO	http://purl.obolibrary.org/obo/UO_0000033	99	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	59.5	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	107.109090909091	dt/ha	UO	82.3	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.6	%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.0	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	237.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	50.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1583	Phenotyping	155	days	UO	http://purl.obolibrary.org/obo/UO_0000033	89	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	41.3	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	98.9636363636364	dt/ha	UO	81.7	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	71.1	%	UO	http://purl.obolibrary.org/obo/UO_0000187	10.7	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	294.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	37.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1584	Phenotyping	143	days	UO	http://purl.obolibrary.org/obo/UO_0000033	81	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	50.8	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	97.2181818181818	dt/ha	UO	81.5	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.1	%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.7	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	244.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	50.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1585	Phenotyping	147	days	UO	http://purl.obolibrary.org/obo/UO_0000033	83	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	49.5	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	104.672727272727	dt/ha	UO	79.7	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.5	%	UO	http://purl.obolibrary.org/obo/UO_0000187	10.6	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	304.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	39.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1586	Phenotyping	146	days	UO	http://purl.obolibrary.org/obo/UO_0000033	75	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	45.2	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	101.8	dt/ha	UO	78.25	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.3	%	UO	http://purl.obolibrary.org/obo/UO_0000187	10.9	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	214.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	20.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1587	Phenotyping	146	days	UO	http://purl.obolibrary.org/obo/UO_0000033	84	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	48.3	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	98.4181818181818	dt/ha	UO	82.1	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.5	%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.7	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	272.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	40.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1588	Phenotyping	156	days	UO	http://purl.obolibrary.org/obo/UO_0000033	93	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	53.8	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	101.581818181818	dt/ha	UO	82.7	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.6	%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.2	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	348.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	49.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1589	Phenotyping	153	days	UO	http://purl.obolibrary.org/obo/UO_0000033	74	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	46.1	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	110.818181818182	dt/ha	UO	80.1	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.9	%	UO	http://purl.obolibrary.org/obo/UO_0000187	10.8	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	269.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	21.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_159	Phenotyping	149	days	UO	http://purl.obolibrary.org/obo/UO_0000033	92	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	41.0	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021	51.8	number	UO	93.3333333333333	dt/ha	UO	72.7	kg/hL	UO	50.0	%	UO	http://purl.obolibrary.org/obo/UO_0000187		%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.03	%	UO	http://purl.obolibrary.org/obo/UO_0000187	65.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098		sec	UO	http://purl.obolibrary.org/obo/UO_0000010	45.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1590	Phenotyping	153	days	UO	http://purl.obolibrary.org/obo/UO_0000033	79	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	51.0	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	106.890909090909	dt/ha	UO	79.3	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.1	%	UO	http://purl.obolibrary.org/obo/UO_0000187	9.8	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	296.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	29.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1591	Phenotyping	151	days	UO	http://purl.obolibrary.org/obo/UO_0000033	92	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	50.5	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	110.709090909091	dt/ha	UO	81.9	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.3	%	UO	http://purl.obolibrary.org/obo/UO_0000187	10.7	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	346.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	41.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1592	Phenotyping	152	days	UO	http://purl.obolibrary.org/obo/UO_0000033	86	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	49.3	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	103.618181818182	dt/ha	UO	81.7	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.1	%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.5	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	341.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	36.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1593	Phenotyping	151	days	UO	http://purl.obolibrary.org/obo/UO_0000033	86	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	54.3	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	113.327272727273	dt/ha	UO	82.7	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.8	%	UO	http://purl.obolibrary.org/obo/UO_0000187	10.9	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	332.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	26.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1594	Phenotyping	149	days	UO	http://purl.obolibrary.org/obo/UO_0000033	88	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	49.3	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	109.218181818182	dt/ha	UO	80.3	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	68.4	%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.3	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	236.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	46.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1595	Phenotyping	153	days	UO	http://purl.obolibrary.org/obo/UO_0000033	87	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	54.6	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	113.781818181818	dt/ha	UO	78.7	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.7	%	UO	http://purl.obolibrary.org/obo/UO_0000187	10.3	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	239.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	28.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1596	Phenotyping	147	days	UO	http://purl.obolibrary.org/obo/UO_0000033	85	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	46.9	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	99.3090909090909	dt/ha	UO	83.3	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.9	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.0	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	316.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	48.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1597	Phenotyping	150	days	UO	http://purl.obolibrary.org/obo/UO_0000033	97	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	48.1	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	103.309090909091	dt/ha	UO	82.9	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.4	%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.7	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	355.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	53.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1598	Phenotyping	154	days	UO	http://purl.obolibrary.org/obo/UO_0000033	77	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	42.7	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	93.4181818181818	dt/ha	UO	77.25	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.6	%	UO	http://purl.obolibrary.org/obo/UO_0000187	9.8	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	305.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010		ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1599	Phenotyping	153	days	UO	http://purl.obolibrary.org/obo/UO_0000033	75	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	46.9	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	101.109090909091	dt/ha	UO	79.7	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.6	%	UO	http://purl.obolibrary.org/obo/UO_0000187	10.9	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	352.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	38.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_16	Phenotyping	148	days	UO	http://purl.obolibrary.org/obo/UO_0000033	90	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	49.0	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021	43.56	number	UO	99.6666666666667	dt/ha	UO	78.1	kg/hL	UO	55.0	%	UO	http://purl.obolibrary.org/obo/UO_0000187		%	UO	http://purl.obolibrary.org/obo/UO_0000187	10.94	%	UO	http://purl.obolibrary.org/obo/UO_0000187	78.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098		sec	UO	http://purl.obolibrary.org/obo/UO_0000010	45.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_160	Phenotyping	149	days	UO	http://purl.obolibrary.org/obo/UO_0000033	87	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	50.0	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021	38.6	number	UO	104.333333333333	dt/ha	UO	78.2	kg/hL	UO	55.0	%	UO	http://purl.obolibrary.org/obo/UO_0000187		%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.49	%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098		sec	UO	http://purl.obolibrary.org/obo/UO_0000010	43.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1600	Phenotyping	143	days	UO	http://purl.obolibrary.org/obo/UO_0000033	89	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	47.8	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	80.8181818181818	dt/ha	UO	79.5	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.1	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.4	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	217.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	56.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1601	Phenotyping	143	days	UO	http://purl.obolibrary.org/obo/UO_0000033	80	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	53.7	g	UO	http://purl.obolibrary.org/obo/UO_0000021	33.0	g	UO	http://purl.obolibrary.org/obo/UO_0000021	49.3	number	UO	91.82	dt/ha	UO	84.16275	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	68.9	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.5	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	325.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	55.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1602	Phenotyping	146	days	UO	http://purl.obolibrary.org/obo/UO_0000033	70	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	46.5	g	UO	http://purl.obolibrary.org/obo/UO_0000021	31.3	g	UO	http://purl.obolibrary.org/obo/UO_0000021	52.2	number	UO	111.86	dt/ha	UO	78.1655	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.0	%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.1	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	238.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	40.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1603	Phenotyping	141	days	UO	http://purl.obolibrary.org/obo/UO_0000033	65	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	54.6	g	UO	http://purl.obolibrary.org/obo/UO_0000021	28.1	g	UO	http://purl.obolibrary.org/obo/UO_0000021	41.6	number	UO	103.28	dt/ha	UO	81.50625	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	68.9	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.2	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	279.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	45.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1604	Phenotyping	148	days	UO	http://purl.obolibrary.org/obo/UO_0000033	75	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	48.0	g	UO	http://purl.obolibrary.org/obo/UO_0000021	47.0	g	UO	http://purl.obolibrary.org/obo/UO_0000021	77.2	number	UO	112.3	dt/ha	UO	79.41325	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.1	%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.4	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	135.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	32.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1605	Phenotyping	142	days	UO	http://purl.obolibrary.org/obo/UO_0000033	100	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	46.2	g	UO	http://purl.obolibrary.org/obo/UO_0000021	32.4	g	UO	http://purl.obolibrary.org/obo/UO_0000021	53.2	number	UO	96.94	dt/ha	UO	83.27725	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	66.7	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.9	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	365.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	62.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1606	Phenotyping	146	days	UO	http://purl.obolibrary.org/obo/UO_0000033	75	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	46.5	g	UO	http://purl.obolibrary.org/obo/UO_0000021	31.5	g	UO	http://purl.obolibrary.org/obo/UO_0000021	48.6	number	UO	115.1	dt/ha	UO	78.36675	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.7	%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.0	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	297.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	21.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1607	Phenotyping	144	days	UO	http://purl.obolibrary.org/obo/UO_0000033	80	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	41.4	g	UO	http://purl.obolibrary.org/obo/UO_0000021	26.9	g	UO	http://purl.obolibrary.org/obo/UO_0000021	50.0	number	UO	86.32	dt/ha	UO	84.40425	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	65.4	%	UO	http://purl.obolibrary.org/obo/UO_0000187	13.9	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	328.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	59.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1608	Phenotyping	150	days	UO	http://purl.obolibrary.org/obo/UO_0000033	70	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	49.2	g	UO	http://purl.obolibrary.org/obo/UO_0000021	38.9	g	UO	http://purl.obolibrary.org/obo/UO_0000021	61.7	number	UO	103.0	dt/ha	UO	76.11275	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	67.9	%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.7	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	239.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	29.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1609	Phenotyping	147	days	UO	http://purl.obolibrary.org/obo/UO_0000033	95	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	48.3	g	UO	http://purl.obolibrary.org/obo/UO_0000021	30.1	g	UO	http://purl.obolibrary.org/obo/UO_0000021	48.2	number	UO	88.94	dt/ha	UO	82.271	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.9	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.5	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	301.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	43.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_161	Phenotyping	150	days	UO	http://purl.obolibrary.org/obo/UO_0000033	100	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	47.0	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021	41.56	number	UO	92.5	dt/ha	UO	78.1	kg/hL	UO	53.0	%	UO	http://purl.obolibrary.org/obo/UO_0000187		%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.28	%	UO	http://purl.obolibrary.org/obo/UO_0000187	68.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098		sec	UO	http://purl.obolibrary.org/obo/UO_0000010	41.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
