Sample Name	Protocol REF	Parameter Value[FHB]	Parameter Value[DTR]	Parameter Value[SEP]	Assay Name
sample_2726	Phenotyping	21.8722222222222	8.0		assay_2726
sample_2727	Phenotyping	16.0	12.75		assay_2727
sample_2728	Phenotyping	11.8055555555556	14.0		assay_2728
sample_2729	Phenotyping	18.0555555555556	8.5		assay_2729
sample_273	Phenotyping	26.6666666666667			assay_273
sample_2730	Phenotyping	6.25			assay_2730
sample_2731	Phenotyping	21.6666666666667	12.25		assay_2731
sample_2732	Phenotyping	1.48888888888889	9.5		assay_2732
sample_2733	Phenotyping	0.166666666666667	8.0		assay_2733
sample_2734	Phenotyping	14.5833333333333	3.25		assay_2734
sample_2735	Phenotyping	10.4266666666667	9.25		assay_2735
sample_2736	Phenotyping	9.32777777777778	6.0		assay_2736
sample_2737	Phenotyping	10.1444444444444	5.75		assay_2737
sample_2738	Phenotyping	10.3022222222222	5.25		assay_2738
sample_2739	Phenotyping	16.3333333333333	12.0		assay_2739
sample_274	Phenotyping	7.15555555555556			assay_274
sample_2740	Phenotyping	3.69444444444444	14.75		assay_2740
sample_2741	Phenotyping	6.23333333333333	11.0		assay_2741
sample_2742	Phenotyping	0.48			assay_2742
sample_2743	Phenotyping	12.75	7.75		assay_2743
sample_2744	Phenotyping	32.7222222222222	6.25		assay_2744
sample_2745	Phenotyping	17.7666666666667	9.0		assay_2745
sample_2746	Phenotyping	18.75	19.5		assay_2746
sample_2747	Phenotyping	17.3333333333333	11.0		assay_2747
sample_2748	Phenotyping	22.5	12.0		assay_2748
sample_2749	Phenotyping	18.3333333333333	25.25		assay_2749
sample_275	Phenotyping	4.25			assay_275
sample_2750	Phenotyping	24.9722222222222	17.75		assay_2750
sample_2751	Phenotyping	12.4055555555556			assay_2751
sample_2752	Phenotyping	12.8333333333333	11.5		assay_2752
sample_2753	Phenotyping	10.6944444444444	8.5		assay_2753
sample_2754	Phenotyping	11.1111111111111	9.0		assay_2754
sample_2755	Phenotyping	13.7222222222222	10.25		assay_2755
sample_2756	Phenotyping	12.2777777777778	12.25		assay_2756
sample_2757	Phenotyping	8.56111111111111	7.0		assay_2757
sample_2758	Phenotyping	15.8888888888889	15.25		assay_2758
sample_2759	Phenotyping	13.0666666666667	9.75		assay_2759
sample_276	Phenotyping	2.4			assay_276
sample_2760	Phenotyping	5.25555555555556			assay_2760
sample_2761	Phenotyping	24.8888888888889	9.75		assay_2761
sample_2762	Phenotyping	26.6666666666667	12.75		assay_2762
sample_2763	Phenotyping	10.6055555555556	8.5		assay_2763
sample_2764	Phenotyping	15.5888888888889	15.25		assay_2764
sample_2765	Phenotyping	19.1666666666667	8.5		assay_2765
sample_2766	Phenotyping	5.12333333333333	11.0		assay_2766
sample_2767	Phenotyping	16.6666666666667	15.25		assay_2767
sample_2768	Phenotyping	13.6111111111111	9.75		assay_2768
sample_2769	Phenotyping	17.3333333333333	14.5		assay_2769
sample_277	Phenotyping	7.83888888888889			assay_277
sample_2770	Phenotyping	6.86111111111111	4.25		assay_2770
sample_2771	Phenotyping	8.66666666666667	10.25		assay_2771
sample_2772	Phenotyping	0.0333333333333333	10.25		assay_2772
sample_2773	Phenotyping	7.08888888888889	12.0		assay_2773
sample_2774	Phenotyping	6.47777777777778	7.0		assay_2774
sample_2775	Phenotyping	6.77222222222222	14.0		assay_2775
sample_2776	Phenotyping	10.0277777777778	17.0		assay_2776
sample_2777	Phenotyping	32.4888888888889	12.75		assay_2777
sample_2778	Phenotyping	9.86777777777778	7.0		assay_2778
sample_2779	Phenotyping	6.77777777777778	7.25		assay_2779
sample_278	Phenotyping	9.66666666666667			assay_278
sample_2780	Phenotyping	7.0	6.75		assay_2780
sample_2781	Phenotyping	3.88888888888889			assay_2781
sample_2782	Phenotyping	19.5	24.5		assay_2782
sample_2783	Phenotyping	42.2222222222222	18.25		assay_2783
sample_2784	Phenotyping	10.4	6.0		assay_2784
sample_2785	Phenotyping	6.76666666666667	22.75		assay_2785
sample_2786	Phenotyping	16.1777777777778	8.5		assay_2786
sample_2787	Phenotyping	15.8666666666667			assay_2787
sample_2788	Phenotyping	16.5	11.5		assay_2788
sample_2789	Phenotyping	8.65555555555556	9.5		assay_2789
sample_279	Phenotyping	13.65			assay_279
sample_2790	Phenotyping	6.18333333333333	9.0		assay_2790
sample_2791	Phenotyping	12.2222222222222	11.5		assay_2791
sample_2792	Phenotyping	14.3111111111111	7.25		assay_2792
sample_2793	Phenotyping	12.8333333333333	9.0		assay_2793
sample_2794	Phenotyping	22.5555555555556	12.0		assay_2794
sample_2795	Phenotyping	25.5	17.0		assay_2795
sample_2796	Phenotyping	19.4444444444444	9.0		assay_2796
sample_2797	Phenotyping	13.6944444444444	12.0		assay_2797
sample_2798	Phenotyping	13.8888888888889	8.25		assay_2798
sample_2799	Phenotyping	15.3333333333333	18.75		assay_2799
sample_28	Phenotyping	3.79583333333333			assay_28
sample_280	Phenotyping	14.0			assay_280
sample_2800	Phenotyping	1.72222222222222	4.25		assay_2800
sample_2801	Phenotyping	7.06666666666667	6.5		assay_2801
sample_2802	Phenotyping	1.12444444444444	7.0		assay_2802
sample_2803	Phenotyping	20.8	6.0		assay_2803
sample_2804	Phenotyping	4.81666666666667	11.5		assay_2804
sample_2805	Phenotyping	20.8333333333333	7.75		assay_2805
sample_2806	Phenotyping	6.6	7.75		assay_2806
sample_2807	Phenotyping	12.7722222222222	11.5		assay_2807
sample_2808	Phenotyping	8.66666666666667			assay_2808
sample_2809	Phenotyping	22.5	9.75		assay_2809
sample_281	Phenotyping	11.9277777777778			assay_281
sample_2810	Phenotyping	18.9333333333333	14.5		assay_2810
sample_2811	Phenotyping	18.0555555555556	10.25		assay_2811
sample_2812	Phenotyping	8.44444444444444	7.25		assay_2812
sample_2813	Phenotyping	11.05	7.25		assay_2813
sample_2814	Phenotyping	7.33333333333333	6.0		assay_2814
sample_2815	Phenotyping	10.0	7.25		assay_2815
sample_2816	Phenotyping	18.0	8.5		assay_2816
sample_2817	Phenotyping	6.11111111111111	6.0		assay_2817
sample_2818	Phenotyping	16.6111111111111	10.5		assay_2818
sample_2819	Phenotyping	17.3611111111111	10.25		assay_2819
sample_282	Phenotyping	11.1111111111111			assay_282
sample_2820	Phenotyping	2.45555555555556	6.0		assay_2820
sample_2821	Phenotyping	23.3333333333333	9.0		assay_2821
sample_2822	Phenotyping	25.5	17.75		assay_2822
sample_2823	Phenotyping	8.66666666666667	6.75		assay_2823
sample_2824	Phenotyping	29.1666666666667	7.25		assay_2824
sample_2825	Phenotyping	18.0555555555556	12.0		assay_2825
sample_2826	Phenotyping	10.6666666666667	8.25		assay_2826
sample_2827	Phenotyping	24.1666666666667	9.75		assay_2827
sample_2828	Phenotyping	2.5	8.5		assay_2828
sample_2829	Phenotyping	17.25	10.25		assay_2829
sample_283	Phenotyping	9.2			assay_283
sample_2830	Phenotyping	9.3	8.5		assay_2830
sample_2831	Phenotyping	12.6666666666667	11.0		assay_2831
sample_2832	Phenotyping	9.68333333333333	8.0		assay_2832
sample_2833	Phenotyping	9.1	10.25		assay_2833
sample_2834	Phenotyping	13.65	6.0		assay_2834
sample_2835	Phenotyping	7.06666666666667			assay_2835
sample_2836	Phenotyping	15.9722222222222	6.5		assay_2836
sample_2837	Phenotyping	16.6666666666667	10.25		assay_2837
sample_2838	Phenotyping	6.0	7.75		assay_2838
sample_2839	Phenotyping	12.8333333333333	13.5		assay_2839
sample_284	Phenotyping	18.1688888888889			assay_284
sample_2840	Phenotyping	20.4444444444444	7.75		assay_2840
sample_2841	Phenotyping	13.65	5.5		assay_2841
sample_2842	Phenotyping	37.3333333333333	16.0		assay_2842
sample_2843	Phenotyping	40.0	14.0		assay_2843
sample_2844	Phenotyping	20.8333333333333	15.75		assay_2844
sample_2845	Phenotyping	20.9444444444444	7.25		assay_2845
sample_2846	Phenotyping	14.6666666666667	9.5		assay_2846
sample_2847	Phenotyping	0.95	7.0		assay_2847
sample_2848	Phenotyping	15.8888888888889	14.0		assay_2848
sample_2849	Phenotyping	18.0	11.5		assay_2849
sample_285	Phenotyping	21.2333333333333			assay_285
sample_2850	Phenotyping	8.24444444444445	16.0		assay_2850
sample_2851	Phenotyping	14.0	14.75		assay_2851
sample_2852	Phenotyping	13.7222222222222	12.25		assay_2852
sample_2853	Phenotyping	7.94444444444444	16.5		assay_2853
sample_2854	Phenotyping	22.5555555555556	11.0		assay_2854
sample_2855	Phenotyping	15.9722222222222	9.75		assay_2855
sample_2856	Phenotyping	8.56111111111111	10.0		assay_2856
sample_2857	Phenotyping	21.2666666666667	9.0		assay_2857
sample_2858	Phenotyping	12.7777777777778	13.25		assay_2858
sample_2859	Phenotyping	14.95	15.75		assay_2859
sample_286	Phenotyping	12.7211111111111			assay_286
sample_2860	Phenotyping	8.75	7.25		assay_2860
sample_2861	Phenotyping	16.3333333333333	6.0		assay_2861
sample_2862	Phenotyping	9.81666666666667	13.25		assay_2862
sample_2863	Phenotyping	16.25	8.25		assay_2863
sample_2864	Phenotyping	7.92222222222222	6.75		assay_2864
sample_2865	Phenotyping	0.65	3.75		assay_2865
sample_2866	Phenotyping	13.65	8.25		assay_2866
sample_2867	Phenotyping	14.4	7.5		assay_2867
sample_2868	Phenotyping	16.6666666666667	8.0		assay_2868
sample_2869	Phenotyping	9.0	8.0		assay_2869
sample_287	Phenotyping	27.4444444444444			assay_287
sample_2870	Phenotyping	6.33333333333333	6.5		assay_2870
sample_2871	Phenotyping	3.75	6.0		assay_2871
sample_2872	Phenotyping	16.6666666666667	14.25		assay_2872
sample_2873	Phenotyping	24.1666666666667	17.0		assay_2873
sample_2874	Phenotyping	16.7444444444444			assay_2874
sample_2875	Phenotyping	23.3333333333333	7.75		assay_2875
sample_2876	Phenotyping	21.1666666666667	11.5		assay_2876
sample_2877	Phenotyping	11.5277777777778	8.5		assay_2877
sample_2878	Phenotyping	19.1666666666667	7.75		assay_2878
sample_2879	Phenotyping	14.6666666666667	15.75		assay_2879
sample_288	Phenotyping	10.5233333333333			assay_288
sample_2880	Phenotyping	9.6			assay_2880
sample_2881	Phenotyping	25.5	11.5		assay_2881
sample_2882	Phenotyping	14.9111111111111	18.25		assay_2882
sample_2883	Phenotyping	17.0	12.75		assay_2883
sample_2884	Phenotyping	29.0	8.5		assay_2884
sample_2885	Phenotyping	13.8888888888889	5.25		assay_2885
sample_2886	Phenotyping	6.3	7.25		assay_2886
sample_2887	Phenotyping	12.0	6.0		assay_2887
sample_2888	Phenotyping	14.2944444444444	9.0		assay_2888
sample_2889	Phenotyping	20.2222222222222	7.75		assay_2889
sample_289	Phenotyping	14.7777777777778			assay_289
sample_2890	Phenotyping	3.43055555555556	4.25		assay_2890
sample_2891	Phenotyping	5.1	9.75		assay_2891
sample_2892	Phenotyping	5.1	8.25		assay_2892
sample_2893	Phenotyping	5.36666666666667	4.75		assay_2893
sample_2894	Phenotyping	7.06666666666667	6.5		assay_2894
sample_2895	Phenotyping	7.73333333333333	8.5		assay_2895
sample_2896	Phenotyping	9.16666666666667	7.25		assay_2896
sample_2897	Phenotyping	11.6666666666667	6.0		assay_2897
sample_2898	Phenotyping	9.6	8.0		assay_2898
sample_2899	Phenotyping	5.77777777777778	3.25		assay_2899
sample_29	Phenotyping	7.66666666666667			assay_29
sample_290	Phenotyping	20.8266666666667			assay_290
sample_2900	Phenotyping	4.77777777777778	9.5		assay_2900
sample_2901	Phenotyping	1.91666666666667	9.25		assay_2901
sample_2902	Phenotyping	25.2777777777778	6.5		assay_2902
sample_2903	Phenotyping	25.5	6.5		assay_2903
sample_2904	Phenotyping	6.11111111111111	6.0		assay_2904
sample_2905	Phenotyping	17.25	3.75		assay_2905
sample_2906	Phenotyping	10.2222222222222	7.75		assay_2906
sample_2907	Phenotyping	6.0			assay_2907
sample_2908	Phenotyping	5.00555555555556	9.25		assay_2908
sample_2909	Phenotyping	8.11111111111111	12.75		assay_2909
sample_291	Phenotyping	20.1388888888889			assay_291
sample_2910	Phenotyping	15.4666666666667	8.25		assay_2910
sample_2911	Phenotyping	3.33333333333333	12.0		assay_2911
sample_2912	Phenotyping	15.45	7.25		assay_2912
sample_2913	Phenotyping	4.25	4.25		assay_2913
sample_2914	Phenotyping	6.53333333333333	9.25		assay_2914
sample_2915	Phenotyping	6.79	9.5		assay_2915
sample_2916	Phenotyping	0.933333333333333	6.0		assay_2916
sample_2917	Phenotyping	0.625	9.25		assay_2917
sample_2918	Phenotyping	0.1	5.25		assay_2918
sample_2919	Phenotyping	0.533333333333333			assay_2919
sample_292	Phenotyping	6.125			assay_292
sample_2920	Phenotyping	1.92888888888889	10.5		assay_2920
sample_2921	Phenotyping	7.73055555555556	14.0		assay_2921
sample_2922	Phenotyping	0.0	7.75		assay_2922
sample_2923	Phenotyping	6.64444444444444	8.5		assay_2923
sample_2924	Phenotyping	5.3	6.0		assay_2924
sample_2925	Phenotyping	10.15			assay_2925
sample_2926	Phenotyping	15.2777777777778	11.0		assay_2926
sample_2927	Phenotyping	14.3055555555556	8.5		assay_2927
sample_2928	Phenotyping	2.0	8.5		assay_2928
sample_2929	Phenotyping	17.6388888888889	10.25		assay_2929
sample_293	Phenotyping	27.5			assay_293
sample_2930	Phenotyping	2.55	11.5		assay_2930
sample_2931	Phenotyping	39.8611111111111			assay_2931
sample_2932	Phenotyping	24.0	11.5		assay_2932
sample_2933	Phenotyping	22.5	8.5		assay_2933
sample_2934	Phenotyping	2.1			assay_2934
sample_2935	Phenotyping	14.1666666666667	6.5		assay_2935
sample_2936	Phenotyping	7.5	7.25		assay_2936
sample_2937	Phenotyping	7.58333333333333	6.75		assay_2937
sample_2938	Phenotyping	17.46	4.25		assay_2938
sample_2939	Phenotyping	12.2666666666667	6.0		assay_2939
sample_294	Phenotyping	31.4166666666667			assay_294
sample_2940	Phenotyping	19.6555555555556	9.75		assay_2940
sample_2941	Phenotyping	5.72444444444444	5.0		assay_2941
sample_2942	Phenotyping	9.91666666666667	4.25		assay_2942
sample_2943	Phenotyping	4.64	6.0		assay_2943
sample_2944	Phenotyping	20.6666666666667	6.0		assay_2944
sample_2945	Phenotyping	31.1666666666667	6.0		assay_2945
sample_2946	Phenotyping	4.31666666666667			assay_2946
sample_2947	Phenotyping	7.25	7.0		assay_2947
sample_2948	Phenotyping	9.71111111111111	6.25		assay_2948
sample_2949	Phenotyping	12.25	7.75		assay_2949
sample_295	Phenotyping	37.5833333333333			assay_295
sample_2950	Phenotyping	12.8333333333333	4.75		assay_2950
sample_2951	Phenotyping	10.8611111111111	6.0		assay_2951
sample_2952	Phenotyping	0.0	11.25		assay_2952
sample_2953	Phenotyping	6.86111111111111	6.0		assay_2953
sample_2954	Phenotyping	9.33333333333333	6.75		assay_2954
sample_2955	Phenotyping	1.71111111111111			assay_2955
sample_2956	Phenotyping	2.21666666666667	5.5		assay_2956
sample_2957	Phenotyping	3.33333333333333	4.25		assay_2957
sample_2958	Phenotyping	1.66111111111111	7.75		assay_2958
sample_2959	Phenotyping	7.36666666666667	6.25		assay_2959
sample_296	Phenotyping	10.7555555555556			assay_296
sample_2960	Phenotyping	8.02777777777778	15.25		assay_2960
sample_2961	Phenotyping	9.66666666666667	8.5		assay_2961
sample_2962	Phenotyping	8.05	5.0		assay_2962
sample_2963	Phenotyping	12.5722222222222	6.0		assay_2963
sample_2964	Phenotyping	1.25			assay_2964
sample_2965	Phenotyping	7.0	11.0		assay_2965
sample_2966	Phenotyping	7.08333333333333	9.5		assay_2966
sample_2967	Phenotyping	2.58333333333333			assay_2967
sample_2968	Phenotyping	6.54444444444444	12.25		assay_2968
sample_2969	Phenotyping	6.93333333333333	8.5		assay_2969
sample_297	Phenotyping	12.2455555555556			assay_297
sample_2970	Phenotyping	8.43333333333333	18.5		assay_2970
sample_2971	Phenotyping	10.8444444444444	17.0		assay_2971
sample_2972	Phenotyping	11.2944444444444	11.0		assay_2972
sample_2973	Phenotyping	6.0	8.0		assay_2973
sample_2974	Phenotyping	2.75	4.75		assay_2974
sample_2975	Phenotyping	3.82222222222222	5.5		assay_2975
sample_2976	Phenotyping	0.0			assay_2976
sample_2977	Phenotyping	4.53333333333333	3.75		assay_2977
sample_2978	Phenotyping	10.8077777777778	8.5		assay_2978
sample_2979	Phenotyping	6.13333333333333	8.25		assay_2979
sample_298	Phenotyping	2.79722222222222			assay_298
sample_2980	Phenotyping	2.72222222222222	2.0		assay_2980
sample_2981	Phenotyping	5.6	5.5		assay_2981
sample_2982	Phenotyping	3.91666666666667			assay_2982
sample_2983	Phenotyping	2.91666666666667	12.0		assay_2983
sample_2984	Phenotyping	9.16666666666667	9.0		assay_2984
sample_2985	Phenotyping	3.8	8.5		assay_2985
sample_2986	Phenotyping	17.3333333333333	6.0		assay_2986
sample_2987	Phenotyping	7.0	7.75		assay_2987
sample_2988	Phenotyping	8.97222222222222	6.0		assay_2988
sample_2989	Phenotyping	17.3333333333333	17.75		assay_2989
sample_299	Phenotyping	30.1388888888889			assay_299
sample_2990	Phenotyping	18.0555555555556	12.75		assay_2990
sample_2991	Phenotyping	24.1666666666667			assay_2991
sample_2992	Phenotyping	4.43333333333333	12.75		assay_2992
sample_2993	Phenotyping	3.58888888888889	6.5		assay_2993
sample_2994	Phenotyping	0.944444444444444	8.75		assay_2994
sample_2995	Phenotyping	24.8888888888889	11.0		assay_2995
sample_2996	Phenotyping	24.1666666666667	8.5		assay_2996
sample_2997	Phenotyping	0.0			assay_2997
sample_2998	Phenotyping	12.1666666666667	4.75		assay_2998
sample_2999	Phenotyping	4.47222222222222	7.25		assay_2999
sample_3	Phenotyping	8.76111111111111			assay_3
sample_30	Phenotyping	9.53888888888889			assay_30
sample_300	Phenotyping	53.6666666666667			assay_300
sample_3000	Phenotyping	3.02222222222222			assay_3000
sample_3001	Phenotyping	5.0	7.25		assay_3001
sample_3002	Phenotyping	0.95	6.5		assay_3002
sample_3003	Phenotyping	0.177777777777778	3.25		assay_3003
sample_3004	Phenotyping	15.3044444444444	6.0		assay_3004
sample_3005	Phenotyping	12.1388888888889	4.25		assay_3005
sample_3006	Phenotyping	16.1333333333333	21.25		assay_3006
sample_3007	Phenotyping	24.2	15.75		assay_3007
sample_3008	Phenotyping	16.05	12.75		assay_3008
sample_3009	Phenotyping	14.5833333333333	9.5		assay_3009
sample_301	Phenotyping	7.08333333333333			assay_301
sample_3010	Phenotyping	14.0	6.0		assay_3010
sample_3011	Phenotyping	9.28888888888889	11.0		assay_3011
sample_3012	Phenotyping	9.06666666666667			assay_3012
sample_3013	Phenotyping	12.2777777777778	4.25		assay_3013
sample_3014	Phenotyping	7.38888888888889	6.75		assay_3014
sample_3015	Phenotyping	8.05	6.5		assay_3015
sample_3016	Phenotyping	5.47777777777778	3.25		assay_3016
sample_3017	Phenotyping	2.17222222222222	6.75		assay_3017
sample_3018	Phenotyping	0.894444444444445			assay_3018
sample_3019	Phenotyping	6.0	5.5		assay_3019
sample_302	Phenotyping	5.05555555555556			assay_302
sample_3020	Phenotyping	9.7	6.75		assay_3020
sample_3021	Phenotyping	1.66666666666667			assay_3021
sample_3022	Phenotyping	10.6055555555556	8.25		assay_3022
sample_3023	Phenotyping	8.56111111111111	13.25		assay_3023
sample_3024	Phenotyping	1.41666666666667			assay_3024
sample_3025	Phenotyping	2.42777777777778	6.5		assay_3025
sample_3026	Phenotyping	12.3944444444444	7.0		assay_3026
sample_3027	Phenotyping	0.75	10.25		assay_3027
sample_3028	Phenotyping	6.83333333333333	6.0		assay_3028
sample_3029	Phenotyping	6.01666666666667	5.0		assay_3029
sample_303	Phenotyping	7.25			assay_303
sample_3030	Phenotyping	6.1	4.75		assay_3030
sample_3031	Phenotyping	27.9	9.25		assay_3031
sample_3032	Phenotyping	9.77777777777778	11.5		assay_3032
sample_3033	Phenotyping	33.0555555555556			assay_3033
sample_3034	Phenotyping	19.05	6.5		assay_3034
sample_3035	Phenotyping	14.0555555555556	10.25		assay_3035
sample_3036	Phenotyping	6.23333333333333	12.25		assay_3036
sample_3037	Phenotyping	0.0333333333333333	4.25		assay_3037
sample_3038	Phenotyping	0.427777777777778	4.75		assay_3038
sample_3039	Phenotyping	0.0	5.0		assay_3039
sample_304	Phenotyping	7.08333333333333			assay_304
sample_3040	Phenotyping	7.70555555555556	6.0		assay_3040
sample_3041	Phenotyping	19.3333333333333	6.75		assay_3041
sample_3042	Phenotyping	11.96	7.25		assay_3042
sample_3043	Phenotyping	19.5	15.75		assay_3043
sample_3044	Phenotyping	21.0	11.0		assay_3044
sample_3045	Phenotyping	18.3333333333333	9.25		assay_3045
sample_3046	Phenotyping	0.375	4.75		assay_3046
sample_3047	Phenotyping	0.0	9.5		assay_3047
sample_3048	Phenotyping	0.183333333333333	8.25		assay_3048
sample_3049	Phenotyping	22.5555555555556	8.5		assay_3049
sample_305	Phenotyping	3.34444444444444			assay_305
sample_3050	Phenotyping	15.9722222222222	9.75		assay_3050
sample_3051	Phenotyping	17.25			assay_3051
sample_3052	Phenotyping	4.2	10.25		assay_3052
sample_3053	Phenotyping	6.66666666666667	6.0		assay_3053
sample_3054	Phenotyping	7.41111111111111	6.75		assay_3054
sample_3055	Phenotyping	10.2666666666667	11.5		assay_3055
sample_3056	Phenotyping	17.8888888888889	20.25		assay_3056
sample_3057	Phenotyping	2.95555555555556	15.5		assay_3057
sample_3058	Phenotyping	15.6	5.5		assay_3058
sample_3059	Phenotyping	24.4555555555556	9.25		assay_3059
sample_306	Phenotyping	3.91			assay_306
sample_3060	Phenotyping	3.41666666666667	7.25		assay_3060
sample_3061	Phenotyping	5.83333333333333	13.5		assay_3061
sample_3062	Phenotyping	13.1444444444444	11.5		assay_3062
sample_3063	Phenotyping	7.33333333333333	9.0		assay_3063
sample_3064	Phenotyping	18.75	8.5		assay_3064
sample_3065	Phenotyping	12.7777777777778	7.75		assay_3065
sample_3066	Phenotyping	8.55555555555555	6.75		assay_3066
sample_3067	Phenotyping	8.21666666666667	3.75		assay_3067
sample_3068	Phenotyping	6.54444444444444	5.5		assay_3068
sample_3069	Phenotyping	5.1	4.5		assay_3069
sample_307	Phenotyping	9.14333333333333			assay_307
sample_3070	Phenotyping	11.3333333333333	3.75		assay_3070
sample_3071	Phenotyping	11.5	10.75		assay_3071
sample_3072	Phenotyping	0.85	4.91666666666667		assay_3072
sample_3073	Phenotyping	18.75	10.5		assay_3073
sample_3074	Phenotyping	19.65	8.5		assay_3074
sample_3075	Phenotyping	1.25			assay_3075
sample_3076	Phenotyping	17.5055555555556	9.5		assay_3076
sample_3077	Phenotyping	21.5277777777778	15.25		assay_3077
sample_3078	Phenotyping	13.6888888888889	12.0		assay_3078
sample_3079	Phenotyping	11.6666666666667	13.0		assay_3079
sample_308	Phenotyping	5.6			assay_308
sample_3080	Phenotyping	33.0	14.0		assay_3080
sample_3081	Phenotyping	16.6111111111111	10.25		assay_3081
sample_3082	Phenotyping	13.4166666666667	7.25		assay_3082
sample_3083	Phenotyping	25.7777777777778	11.0		assay_3083
sample_3084	Phenotyping	15.3333333333333			assay_3084
sample_3085	Phenotyping	8.37777777777778	17.0		assay_3085
sample_3086	Phenotyping	21.75	19.0		assay_3086
sample_3087	Phenotyping	10.0	12.0		assay_3087
sample_3088	Phenotyping	15.2777777777778	14.0		assay_3088
sample_3089	Phenotyping	16.6111111111111	14.5		assay_3089
sample_309	Phenotyping	11.1166666666667			assay_309
sample_3090	Phenotyping	0.611111111111111	13.75		assay_3090
sample_3091	Phenotyping	5.48333333333333	10.5		assay_3091
sample_3092	Phenotyping	17.2388888888889	20.0		assay_3092
sample_3093	Phenotyping	6.94444444444444			assay_3093
sample_3094	Phenotyping	10.2666666666667	9.25		assay_3094
sample_3095	Phenotyping	0.5	6.0		assay_3095
sample_3096	Phenotyping	18.0555555555556	7.25		assay_3096
sample_3097	Phenotyping	10.6055555555556	7.75		assay_3097
sample_3098	Phenotyping	22.5555555555556	14.25		assay_3098
sample_3099	Phenotyping	31.1666666666667	7.25		assay_3099
sample_31	Phenotyping	5.0			assay_31
sample_310	Phenotyping	9.0			assay_310
sample_3100	Phenotyping	7.0	11.5		assay_3100
sample_3101	Phenotyping	0.333333333333333	11.5		assay_3101
sample_3102	Phenotyping	22.0888888888889	17.0		assay_3102
sample_3103	Phenotyping	12.7777777777778	9.0		assay_3103
sample_3104	Phenotyping	11.1222222222222	14.0		assay_3104
sample_3105	Phenotyping	3.9	6.5		assay_3105
sample_3106	Phenotyping	0.711111111111111	4.25		assay_3106
sample_3107	Phenotyping	2.91666666666667	8.0		assay_3107
sample_3108	Phenotyping	0.444444444444444			assay_3108
sample_3109	Phenotyping	20.8333333333333	11.0		assay_3109
sample_311	Phenotyping	23.55			assay_311
sample_3110	Phenotyping	41.1111111111111	18.75		assay_3110
sample_3111	Phenotyping	30.2222222222222	14.5		assay_3111
sample_3112	Phenotyping	23.1111111111111	12.0		assay_3112
sample_3113	Phenotyping	33.0555555555556	11.5		assay_3113
sample_3114	Phenotyping	5.17222222222222			assay_3114
sample_3115	Phenotyping	8.23333333333333	18.5		assay_3115
sample_3116	Phenotyping	7.22222222222222	7.25		assay_3116
sample_3117	Phenotyping	2.5	9.0		assay_3117
sample_3118	Phenotyping	16.3611111111111	6.0		assay_3118
sample_3119	Phenotyping	15.3333333333333	12.25		assay_3119
sample_312	Phenotyping	23.8333333333333			assay_312
sample_3120	Phenotyping	18.9777777777778			assay_3120
sample_3121	Phenotyping	14.0	12.25		assay_3121
sample_3122	Phenotyping	7.88888888888889	12.0		assay_3122
sample_3123	Phenotyping	14.4611111111111	7.5		assay_3123
sample_3124	Phenotyping	6.65	12.25		assay_3124
sample_3125	Phenotyping	0.0	12.75		assay_3125
sample_3126	Phenotyping	20.4166666666667	8.0		assay_3126
sample_3127	Phenotyping	23.1111111111111	14.5		assay_3127
sample_3128	Phenotyping	21.5277777777778	20.75		assay_3128
sample_3129	Phenotyping	20.1388888888889	11.5		assay_3129
sample_313	Phenotyping	18.3677777777778			assay_313
sample_3130	Phenotyping	20.1388888888889	11.5		assay_3130
sample_3131	Phenotyping	19.0277777777778	14.75		assay_3131
sample_3132	Phenotyping	7.33333333333333			assay_3132
sample_3133	Phenotyping	32.0	11.0		assay_3133
sample_3134	Phenotyping	24.0	8.5		assay_3134
sample_3135	Phenotyping	38.0			assay_3135
sample_3136	Phenotyping	9.16111111111111	12.75		assay_3136
sample_3137	Phenotyping	11.6111111111111	11.5		assay_3137
sample_3138	Phenotyping	7.28333333333333	4.41666666666667		assay_3138
sample_3139	Phenotyping	30.8333333333333	11.5		assay_3139
sample_314	Phenotyping	8.0			assay_314
sample_3140	Phenotyping	42.1388888888889	14.5		assay_3140
sample_3141	Phenotyping	41.1111111111111	10.5		assay_3141
sample_3142	Phenotyping	21.7777777777778	8.5		assay_3142
sample_3143	Phenotyping	24.1111111111111	13.25		assay_3143
sample_3144	Phenotyping	16.3222222222222	19.5		assay_3144
sample_3145	Phenotyping	20.9444444444444	10.25		assay_3145
sample_3146	Phenotyping	23.25	13.5		assay_3146
sample_3147	Phenotyping	16.5	7.0		assay_3147
sample_3148	Phenotyping	24.9722222222222	8.0		assay_3148
sample_3149	Phenotyping	33.0	11.0		assay_3149
sample_315	Phenotyping	13.3333333333333			assay_315
sample_3150	Phenotyping	24.75	12.0		assay_3150
sample_3151	Phenotyping	19.6555555555556	8.0		assay_3151
sample_3152	Phenotyping	21.5277777777778	6.75		assay_3152
sample_3153	Phenotyping	9.33333333333333			assay_3153
sample_3154	Phenotyping	5.33333333333333	6.75		assay_3154
sample_3155	Phenotyping	5.80555555555556	8.5		assay_3155
sample_3156	Phenotyping	3.64444444444444	13.25		assay_3156
sample_3157	Phenotyping	23.25	11.5		assay_3157
sample_3158	Phenotyping	20.1388888888889	7.0		assay_3158
