Source Name	Characteristics[Organism]	Term Source REF	Term Accession Number	Characteristics[Genus]	Characteristics[Species]	Characteristics[Observation Unit Type]	Characteristics[Variety Name]	Characteristics[Variety Database 1]	Characteristics[Variety Database 2]	Characteristics[Biological Material Latitude]	Characteristics[Biological Material Longitude]	Characteristics[Original Coding]	Protocol REF	Sample Name	Factor Value[year]	Factor Value[loc]	Factor Value[rep]
genotype_174	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Nuage	http://wheatpedigree.net/sort/show/110776	NA	54.8333333333333	8.15	GW0170	Phenotyping	sample_1451	2009	CEC	2
genotype_174	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Nuage	http://wheatpedigree.net/sort/show/110776	NA	52.1	11	GW0170	Phenotyping	sample_2652	2010	AHL	3
genotype_174	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Nuage	http://wheatpedigree.net/sort/show/110776	NA	52.1	11	GW0170	Phenotyping	sample_250	2009	AHL	1
genotype_174	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Nuage	http://wheatpedigree.net/sort/show/110776	NA	52.1	11	GW0170	Phenotyping	sample_251	2009	AHL	2
genotype_174	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Nuage	http://wheatpedigree.net/sort/show/110776	NA	52.1	11	GW0170	Phenotyping	sample_2651	2010	AHL	2
genotype_174	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Nuage	http://wheatpedigree.net/sort/show/110776	NA	52.1	11	GW0170	Phenotyping	sample_252	2009	AHL	3
genotype_174	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Nuage	http://wheatpedigree.net/sort/show/110776	NA	52.1	11	GW0170	Phenotyping	sample_2650	2010	AHL	1
genotype_174	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Nuage	http://wheatpedigree.net/sort/show/110776	NA	54.8333333333333	8.15	GW0170	Phenotyping	sample_1452	2009	CEC	3
genotype_174	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Nuage	http://wheatpedigree.net/sort/show/110776	NA	51.15	9.83333333333333	GW0170	Phenotyping	sample_3850	2010	BOD	1
genotype_174	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Nuage	http://wheatpedigree.net/sort/show/110776	NA	51.15	9.83333333333333	GW0170	Phenotyping	sample_3852	2010	BOD	3
genotype_174	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Nuage	http://wheatpedigree.net/sort/show/110776	NA	51.15	9.83333333333333	GW0170	Phenotyping	sample_3851	2010	BOD	2
genotype_174	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Nuage	http://wheatpedigree.net/sort/show/110776	NA	52.3333333333333	10.3333333333333	GW0170	Phenotyping	sample_6251	2010	LAF	2
genotype_174	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Nuage	http://wheatpedigree.net/sort/show/110776	NA	52.3333333333333	10.3333333333333	GW0170	Phenotyping	sample_6250	2010	LAF	1
genotype_174	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Nuage	http://wheatpedigree.net/sort/show/110776	NA	52.3333333333333	10.3333333333333	GW0170	Phenotyping	sample_6252	2010	LAF	3
genotype_174	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Nuage	http://wheatpedigree.net/sort/show/110776	NA	54.8333333333333	8.15	GW0170	Phenotyping	sample_1450	2009	CEC	1
genotype_174	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Nuage	http://wheatpedigree.net/sort/show/110776	NA	54.8333333333333	8.15	GW0170	Phenotyping	sample_5052	2010	CEC	3
genotype_175	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Octet	http://wheatpedigree.net/sort/show/110778	NA	52.1	11	GW0171	Phenotyping	sample_2655	2010	AHL	3
genotype_175	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Octet	http://wheatpedigree.net/sort/show/110778	NA	52.1	11	GW0171	Phenotyping	sample_2654	2010	AHL	2
genotype_175	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Octet	http://wheatpedigree.net/sort/show/110778	NA	52.1	11	GW0171	Phenotyping	sample_255	2009	AHL	3
genotype_175	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Octet	http://wheatpedigree.net/sort/show/110778	NA	52.1	11	GW0171	Phenotyping	sample_253	2009	AHL	1
genotype_175	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Octet	http://wheatpedigree.net/sort/show/110778	NA	54.8333333333333	8.15	GW0171	Phenotyping	sample_5053	2010	CEC	1
genotype_175	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Octet	http://wheatpedigree.net/sort/show/110778	NA	54.8333333333333	8.15	GW0171	Phenotyping	sample_5055	2010	CEC	3
genotype_175	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Octet	http://wheatpedigree.net/sort/show/110778	NA	54.8333333333333	8.15	GW0171	Phenotyping	sample_1453	2009	CEC	1
genotype_175	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Octet	http://wheatpedigree.net/sort/show/110778	NA	54.8333333333333	8.15	GW0171	Phenotyping	sample_5054	2010	CEC	2
genotype_175	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Octet	http://wheatpedigree.net/sort/show/110778	NA	54.8333333333333	8.15	GW0171	Phenotyping	sample_1455	2009	CEC	3
genotype_175	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Octet	http://wheatpedigree.net/sort/show/110778	NA	54.8333333333333	8.15	GW0171	Phenotyping	sample_1454	2009	CEC	2
genotype_175	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Octet	http://wheatpedigree.net/sort/show/110778	NA	52.3333333333333	10.3333333333333	GW0171	Phenotyping	sample_6254	2010	LAF	2
genotype_175	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Octet	http://wheatpedigree.net/sort/show/110778	NA	51.15	9.83333333333333	GW0171	Phenotyping	sample_3853	2010	BOD	1
genotype_175	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Octet	http://wheatpedigree.net/sort/show/110778	NA	51.15	9.83333333333333	GW0171	Phenotyping	sample_3854	2010	BOD	2
genotype_175	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Octet	http://wheatpedigree.net/sort/show/110778	NA	51.15	9.83333333333333	GW0171	Phenotyping	sample_3855	2010	BOD	3
genotype_175	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Octet	http://wheatpedigree.net/sort/show/110778	NA	52.3333333333333	10.3333333333333	GW0171	Phenotyping	sample_6253	2010	LAF	1
genotype_175	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Octet	http://wheatpedigree.net/sort/show/110778	NA	52.3333333333333	10.3333333333333	GW0171	Phenotyping	sample_6255	2010	LAF	3
genotype_175	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Octet	http://wheatpedigree.net/sort/show/110778	NA	52.1	11	GW0171	Phenotyping	sample_254	2009	AHL	2
genotype_175	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Octet	http://wheatpedigree.net/sort/show/110778	NA	52.1	11	GW0171	Phenotyping	sample_2653	2010	AHL	1
genotype_176	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Ordeal	http://wheatpedigree.net/sort/show/75179	https://www.proplanta.de/Pflanzenbauberater/Sorten/Ordeal-Winterweichweizen_sks_3025WW1.html	51.15	9.83333333333333	GW0172	Phenotyping	sample_3856	2010	BOD	1
genotype_176	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Ordeal	http://wheatpedigree.net/sort/show/75179	https://www.proplanta.de/Pflanzenbauberater/Sorten/Ordeal-Winterweichweizen_sks_3025WW1.html	52.1	11	GW0172	Phenotyping	sample_2658	2010	AHL	3
genotype_176	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Ordeal	http://wheatpedigree.net/sort/show/75179	https://www.proplanta.de/Pflanzenbauberater/Sorten/Ordeal-Winterweichweizen_sks_3025WW1.html	52.1	11	GW0172	Phenotyping	sample_258	2009	AHL	3
genotype_176	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Ordeal	http://wheatpedigree.net/sort/show/75179	https://www.proplanta.de/Pflanzenbauberater/Sorten/Ordeal-Winterweichweizen_sks_3025WW1.html	52.1	11	GW0172	Phenotyping	sample_2657	2010	AHL	2
genotype_176	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Ordeal	http://wheatpedigree.net/sort/show/75179	https://www.proplanta.de/Pflanzenbauberater/Sorten/Ordeal-Winterweichweizen_sks_3025WW1.html	51.15	9.83333333333333	GW0172	Phenotyping	sample_3858	2010	BOD	3
genotype_176	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Ordeal	http://wheatpedigree.net/sort/show/75179	https://www.proplanta.de/Pflanzenbauberater/Sorten/Ordeal-Winterweichweizen_sks_3025WW1.html	51.15	9.83333333333333	GW0172	Phenotyping	sample_3857	2010	BOD	2
genotype_176	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Ordeal	http://wheatpedigree.net/sort/show/75179	https://www.proplanta.de/Pflanzenbauberater/Sorten/Ordeal-Winterweichweizen_sks_3025WW1.html	52.1	11	GW0172	Phenotyping	sample_257	2009	AHL	2
genotype_176	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Ordeal	http://wheatpedigree.net/sort/show/75179	https://www.proplanta.de/Pflanzenbauberater/Sorten/Ordeal-Winterweichweizen_sks_3025WW1.html	52.3333333333333	10.3333333333333	GW0172	Phenotyping	sample_6256	2010	LAF	1
genotype_176	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Ordeal	http://wheatpedigree.net/sort/show/75179	https://www.proplanta.de/Pflanzenbauberater/Sorten/Ordeal-Winterweichweizen_sks_3025WW1.html	52.1	11	GW0172	Phenotyping	sample_256	2009	AHL	1
genotype_176	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Ordeal	http://wheatpedigree.net/sort/show/75179	https://www.proplanta.de/Pflanzenbauberater/Sorten/Ordeal-Winterweichweizen_sks_3025WW1.html	52.3333333333333	10.3333333333333	GW0172	Phenotyping	sample_6258	2010	LAF	3
genotype_176	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Ordeal	http://wheatpedigree.net/sort/show/75179	https://www.proplanta.de/Pflanzenbauberater/Sorten/Ordeal-Winterweichweizen_sks_3025WW1.html	54.8333333333333	8.15	GW0172	Phenotyping	sample_1458	2009	CEC	3
genotype_176	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Ordeal	http://wheatpedigree.net/sort/show/75179	https://www.proplanta.de/Pflanzenbauberater/Sorten/Ordeal-Winterweichweizen_sks_3025WW1.html	54.8333333333333	8.15	GW0172	Phenotyping	sample_1457	2009	CEC	2
genotype_176	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Ordeal	http://wheatpedigree.net/sort/show/75179	https://www.proplanta.de/Pflanzenbauberater/Sorten/Ordeal-Winterweichweizen_sks_3025WW1.html	54.8333333333333	8.15	GW0172	Phenotyping	sample_5058	2010	CEC	3
genotype_176	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Ordeal	http://wheatpedigree.net/sort/show/75179	https://www.proplanta.de/Pflanzenbauberater/Sorten/Ordeal-Winterweichweizen_sks_3025WW1.html	54.8333333333333	8.15	GW0172	Phenotyping	sample_1456	2009	CEC	1
genotype_176	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Ordeal	http://wheatpedigree.net/sort/show/75179	https://www.proplanta.de/Pflanzenbauberater/Sorten/Ordeal-Winterweichweizen_sks_3025WW1.html	54.8333333333333	8.15	GW0172	Phenotyping	sample_5057	2010	CEC	2
genotype_176	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Ordeal	http://wheatpedigree.net/sort/show/75179	https://www.proplanta.de/Pflanzenbauberater/Sorten/Ordeal-Winterweichweizen_sks_3025WW1.html	54.8333333333333	8.15	GW0172	Phenotyping	sample_5056	2010	CEC	1
genotype_176	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Ordeal	http://wheatpedigree.net/sort/show/75179	https://www.proplanta.de/Pflanzenbauberater/Sorten/Ordeal-Winterweichweizen_sks_3025WW1.html	52.1	11	GW0172	Phenotyping	sample_2656	2010	AHL	1
genotype_176	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Ordeal	http://wheatpedigree.net/sort/show/75179	https://www.proplanta.de/Pflanzenbauberater/Sorten/Ordeal-Winterweichweizen_sks_3025WW1.html	52.3333333333333	10.3333333333333	GW0172	Phenotyping	sample_6257	2010	LAF	2
genotype_177	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Ornicar	http://wheatpedigree.net/sort/show/80251	NA	54.8333333333333	8.15	GW0173	Phenotyping	sample_5059	2010	CEC	1
genotype_177	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Ornicar	http://wheatpedigree.net/sort/show/80251	NA	54.8333333333333	8.15	GW0173	Phenotyping	sample_1459	2009	CEC	1
genotype_177	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Ornicar	http://wheatpedigree.net/sort/show/80251	NA	54.8333333333333	8.15	GW0173	Phenotyping	sample_5061	2010	CEC	3
genotype_177	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Ornicar	http://wheatpedigree.net/sort/show/80251	NA	54.8333333333333	8.15	GW0173	Phenotyping	sample_5060	2010	CEC	2
genotype_177	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Ornicar	http://wheatpedigree.net/sort/show/80251	NA	52.1	11	GW0173	Phenotyping	sample_2660	2010	AHL	2
genotype_177	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Ornicar	http://wheatpedigree.net/sort/show/80251	NA	54.8333333333333	8.15	GW0173	Phenotyping	sample_1460	2009	CEC	2
genotype_177	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Ornicar	http://wheatpedigree.net/sort/show/80251	NA	51.15	9.83333333333333	GW0173	Phenotyping	sample_3859	2010	BOD	1
genotype_177	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Ornicar	http://wheatpedigree.net/sort/show/80251	NA	51.15	9.83333333333333	GW0173	Phenotyping	sample_3861	2010	BOD	3
genotype_177	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Ornicar	http://wheatpedigree.net/sort/show/80251	NA	52.1	11	GW0173	Phenotyping	sample_260	2009	AHL	2
genotype_177	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Ornicar	http://wheatpedigree.net/sort/show/80251	NA	52.1	11	GW0173	Phenotyping	sample_259	2009	AHL	1
genotype_177	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Ornicar	http://wheatpedigree.net/sort/show/80251	NA	52.1	11	GW0173	Phenotyping	sample_2661	2010	AHL	3
genotype_177	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Ornicar	http://wheatpedigree.net/sort/show/80251	NA	52.1	11	GW0173	Phenotyping	sample_2659	2010	AHL	1
genotype_177	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Ornicar	http://wheatpedigree.net/sort/show/80251	NA	52.1	11	GW0173	Phenotyping	sample_261	2009	AHL	3
genotype_177	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Ornicar	http://wheatpedigree.net/sort/show/80251	NA	54.8333333333333	8.15	GW0173	Phenotyping	sample_1461	2009	CEC	3
genotype_177	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Ornicar	http://wheatpedigree.net/sort/show/80251	NA	51.15	9.83333333333333	GW0173	Phenotyping	sample_3860	2010	BOD	2
genotype_177	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Ornicar	http://wheatpedigree.net/sort/show/80251	NA	52.3333333333333	10.3333333333333	GW0173	Phenotyping	sample_6260	2010	LAF	2
genotype_177	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Ornicar	http://wheatpedigree.net/sort/show/80251	NA	52.3333333333333	10.3333333333333	GW0173	Phenotyping	sample_6259	2010	LAF	1
genotype_177	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Ornicar	http://wheatpedigree.net/sort/show/80251	NA	52.3333333333333	10.3333333333333	GW0173	Phenotyping	sample_6261	2010	LAF	3
genotype_178	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Orpic	http://wheatpedigree.net/sort/show/79479	NA	52.1	11	GW0174	Phenotyping	sample_2662	2010	AHL	1
genotype_178	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Orpic	http://wheatpedigree.net/sort/show/79479	NA	54.8333333333333	8.15	GW0174	Phenotyping	sample_1464	2009	CEC	3
genotype_178	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Orpic	http://wheatpedigree.net/sort/show/79479	NA	54.8333333333333	8.15	GW0174	Phenotyping	sample_1463	2009	CEC	2
genotype_178	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Orpic	http://wheatpedigree.net/sort/show/79479	NA	54.8333333333333	8.15	GW0174	Phenotyping	sample_1462	2009	CEC	1
genotype_178	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Orpic	http://wheatpedigree.net/sort/show/79479	NA	54.8333333333333	8.15	GW0174	Phenotyping	sample_5062	2010	CEC	1
genotype_178	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Orpic	http://wheatpedigree.net/sort/show/79479	NA	52.3333333333333	10.3333333333333	GW0174	Phenotyping	sample_6263	2010	LAF	2
genotype_178	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Orpic	http://wheatpedigree.net/sort/show/79479	NA	52.3333333333333	10.3333333333333	GW0174	Phenotyping	sample_6262	2010	LAF	1
genotype_178	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Orpic	http://wheatpedigree.net/sort/show/79479	NA	52.3333333333333	10.3333333333333	GW0174	Phenotyping	sample_6264	2010	LAF	3
genotype_178	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Orpic	http://wheatpedigree.net/sort/show/79479	NA	52.1	11	GW0174	Phenotyping	sample_2664	2010	AHL	3
genotype_178	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Orpic	http://wheatpedigree.net/sort/show/79479	NA	52.1	11	GW0174	Phenotyping	sample_263	2009	AHL	2
genotype_178	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Orpic	http://wheatpedigree.net/sort/show/79479	NA	52.1	11	GW0174	Phenotyping	sample_264	2009	AHL	3
genotype_178	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Orpic	http://wheatpedigree.net/sort/show/79479	NA	52.1	11	GW0174	Phenotyping	sample_2663	2010	AHL	2
genotype_178	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Orpic	http://wheatpedigree.net/sort/show/79479	NA	52.1	11	GW0174	Phenotyping	sample_262	2009	AHL	1
genotype_178	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Orpic	http://wheatpedigree.net/sort/show/79479	NA	54.8333333333333	8.15	GW0174	Phenotyping	sample_5064	2010	CEC	3
genotype_178	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Orpic	http://wheatpedigree.net/sort/show/79479	NA	54.8333333333333	8.15	GW0174	Phenotyping	sample_5063	2010	CEC	2
genotype_178	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Orpic	http://wheatpedigree.net/sort/show/79479	NA	51.15	9.83333333333333	GW0174	Phenotyping	sample_3863	2010	BOD	2
genotype_178	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Orpic	http://wheatpedigree.net/sort/show/79479	NA	51.15	9.83333333333333	GW0174	Phenotyping	sample_3862	2010	BOD	1
genotype_178	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Orpic	http://wheatpedigree.net/sort/show/79479	NA	51.15	9.83333333333333	GW0174	Phenotyping	sample_3864	2010	BOD	3
genotype_179	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Orvantis	http://wheatpedigree.net/sort/show/79495	https://www.proplanta.de/Pflanzenbauberater/Sorten/Orvantis-Winterweichweizen_sks_3277WW1.html	52.1	11	GW0175	Phenotyping	sample_267	2009	AHL	3
genotype_179	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Orvantis	http://wheatpedigree.net/sort/show/79495	https://www.proplanta.de/Pflanzenbauberater/Sorten/Orvantis-Winterweichweizen_sks_3277WW1.html	52.1	11	GW0175	Phenotyping	sample_2666	2010	AHL	2
genotype_179	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Orvantis	http://wheatpedigree.net/sort/show/79495	https://www.proplanta.de/Pflanzenbauberater/Sorten/Orvantis-Winterweichweizen_sks_3277WW1.html	52.1	11	GW0175	Phenotyping	sample_2667	2010	AHL	3
genotype_179	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Orvantis	http://wheatpedigree.net/sort/show/79495	https://www.proplanta.de/Pflanzenbauberater/Sorten/Orvantis-Winterweichweizen_sks_3277WW1.html	52.1	11	GW0175	Phenotyping	sample_265	2009	AHL	1
genotype_179	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Orvantis	http://wheatpedigree.net/sort/show/79495	https://www.proplanta.de/Pflanzenbauberater/Sorten/Orvantis-Winterweichweizen_sks_3277WW1.html	52.1	11	GW0175	Phenotyping	sample_266	2009	AHL	2
genotype_179	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Orvantis	http://wheatpedigree.net/sort/show/79495	https://www.proplanta.de/Pflanzenbauberater/Sorten/Orvantis-Winterweichweizen_sks_3277WW1.html	52.3333333333333	10.3333333333333	GW0175	Phenotyping	sample_6265	2010	LAF	1
genotype_179	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Orvantis	http://wheatpedigree.net/sort/show/79495	https://www.proplanta.de/Pflanzenbauberater/Sorten/Orvantis-Winterweichweizen_sks_3277WW1.html	52.3333333333333	10.3333333333333	GW0175	Phenotyping	sample_6267	2010	LAF	3
genotype_179	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Orvantis	http://wheatpedigree.net/sort/show/79495	https://www.proplanta.de/Pflanzenbauberater/Sorten/Orvantis-Winterweichweizen_sks_3277WW1.html	52.3333333333333	10.3333333333333	GW0175	Phenotyping	sample_6266	2010	LAF	2
